CaseID,Status,Category,Neighborhood,Latitude,Longitude,OpenedDate,ClosedDate,days_open
101006644849,Open,Abandoned Bicycle,Downtown / Financial District,42.359529025873925,-71.0587508012799,2026-05-15 18:52:18.01,,105.21368043981482
101006648205,Open,Abandoned Bicycle,Downtown / Financial District,42.35330210878829,-71.06377968129047,2026-05-19 08:54:33.133,,101.62878318287038
101006650981,Open,Abandoned Bicycle,Downtown / Financial District,42.366779999961615,-71.05356000167797,2026-05-21 06:37:40.567,,99.7238360300926
101006678335,Open,Abandoned Bicycle,Downtown / Financial District,42.35345764380872,-71.06394617254188,2026-05-28 07:51:32.85,,92.67253645833334
101006678580,Open,Abandoned Bicycle,Downtown / Financial District,42.34884000036517,-71.06173500080206,2026-05-28 10:05:07.85,,92.57977025462964
101006679874,Open,Abandoned Bicycle,Downtown / Financial District,42.36386890401286,-71.05663637208141,2026-05-29 11:15:08.2,,91.53115509259258
101006680053,Open,Abandoned Bicycle,Downtown / Financial District,42.366779999961615,-71.05356000167797,2026-05-29 13:21:29.487,,91.44340871527778
101006680258,Open,Abandoned Bicycle,Downtown / Financial District,42.36661668654253,-71.05652715504633,2026-05-29 15:10:41.5,,91.36757523148148
101006680261,Open,Abandoned Bicycle,Downtown / Financial District,42.36661668654253,-71.05652715504633,2026-05-29 15:12:41.403,,91.36618746527778
101006686457,Open,Abandoned Bicycle,Downtown / Financial District,42.34884000036517,-71.06173500080206,2026-06-03 17:45:12.947,,86.26026681712963
101006690124,Open,Abandoned Bicycle,Downtown / Financial District,42.34895675747474,-71.06339786514278,2026-06-06 16:45:44.547,,83.30156774305556
101006690279,Open,Abandoned Bicycle,Downtown / Financial District,42.34849999979504,-71.06335000125218,2026-06-06 20:12:53.41,,83.15771516203704
101006694721,Open,Abandoned Bicycle,Downtown / Financial District,42.34884000036517,-71.06173500080206,2026-06-10 16:42:04.59,,79.30411354166667
101006699128,Open,Abandoned Bicycle,Downtown / Financial District,42.353384487232326,-71.06422861673394,2026-06-15 07:03:40.967,,74.70577584490741
101006711437,Open,Abandoned Bicycle,Downtown / Financial District,42.35249485253804,-71.06749961003632,2026-06-29 10:59:01.79,,60.542340393518515
101006715806,Open,Abandoned Bicycle,Downtown / Financial District,42.354645716209475,-71.05464194555232,2026-07-09 13:22:30.057,,50.44270767361111
101006716845,Open,Abandoned Bicycle,Downtown / Financial District,42.36538495098839,-71.05110231341783,2026-07-11 15:15:07.437,,48.364497256944446
101006723468,Open,Abandoned Bicycle,Downtown / Financial District,42.36478778025109,-71.05917554262284,2026-07-25 11:12:35.867,,34.532918206018515
101006724946,Open,Abandoned Bicycle,Downtown / Financial District,42.353384487232326,-71.06422861673394,2026-07-28 15:45:44.977,,31.34322943287037
101006728250,Open,Abandoned Bicycle,Downtown / Financial District,42.367035592810936,-71.05429641879884,2026-08-03 19:11:22.1,,25.200438657407407
101006732653,Open,Abandoned Bicycle,Downtown / Financial District,42.353384487232326,-71.06422861673394,2026-08-11 21:56:31.413,,17.085747534722223
101006732875,Open,Abandoned Bicycle,Downtown / Financial District,42.36553999980298,-71.05645000123941,2026-08-12 10:10:17.127,,16.576190659722222
101006736056,Open,Abandoned Bicycle,Downtown / Financial District,42.349981311514654,-71.06641969318595,2026-08-18 18:18:38.517,,10.237054201388888
101006703473,Open,Abandoned Bicycle,East Boston,42.37617000023491,-71.03514000153913,2026-06-18 11:40:34.71,,71.51348715277778
101006710723,Open,Abandoned Bicycle,East Boston,42.37614000000484,-71.03521000123362,2026-06-27 13:47:12.33,,62.42555173611111
101006713286,Open,Abandoned Bicycle,East Boston,42.380709999971295,-71.03358000157421,2026-07-03 09:06:58.897,,56.62015165509259
101006718113,Open,Abandoned Bicycle,East Boston,42.36488999979222,-71.03178000125845,2026-07-14 09:38:15.277,,45.598434293981484
101006719205,Open,Abandoned Bicycle,East Boston,42.36488999979222,-71.03178000125845,2026-07-16 11:09:58.607,,43.53473834490741
101006720548,Open,Abandoned Bicycle,East Boston,42.36472999989276,-71.02981000135894,2026-07-19 14:09:29.353,,40.41007693287037
101006726571,Open,Abandoned Bicycle,East Boston,42.3814899999539,-71.01784000086764,2026-07-31 12:09:12.173,,28.493609108796296
101006726572,Open,Abandoned Bicycle,East Boston,42.381799999854735,-71.01804000109387,2026-07-31 12:10:00.647,,28.49304806712963
101006727744,Open,Abandoned Bicycle,East Boston,42.37160874337135,-71.0427219153089,2026-08-02 22:01:48.697,,26.082075266203702
101006643798,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.34540915087938,-71.08839524503027,2026-05-14 18:13:29.913,,106.24062600694444
101006681679,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.34353999976923,-71.08893000164274,2026-05-31 09:08:20.043,,89.61921246527778
101006682716,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.34515999980179,-71.10595000109862,2026-06-01 09:19:11.24,,88.61167546296296
101006682722,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.3451199997566,-71.10613000130196,2026-06-01 09:20:36.297,,88.61069100694444
101006682985,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.342289999775815,-71.0891400012544,2026-06-01 11:46:39.677,,88.50926299768518
101006715079,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.33741000000465,-71.09310000124658,2026-07-08 09:55:06.66,,51.58672847222222
101006727504,Open,Abandoned Bicycle,Fenway / Kenmore / Audubon Circle / Longwood,42.34851999976683,-71.09595000124737,2026-08-02 12:33:04.123,,26.477035613425926
101006648734,Open,Abandoned Bicycle,Greater Mattapan,42.28126999976419,-71.08579000124585,2026-05-19 14:27:46.33,,101.39738043981481
101006717323,Open,Abandoned Bicycle,Greater Mattapan,42.301499999908,-71.07986000083136,2026-07-12 18:32:59.17,,47.22709293981482
101006718749,Open,Abandoned Bicycle,Greater Mattapan,42.275706613197585,-71.10356683759505,2026-07-15 14:07:19.657,,44.41157804398148
101006735670,Open,Abandoned Bicycle,Greater Mattapan,42.29464999980851,-71.08054000159986,2026-08-18 07:30:09.46,,10.68739050925926
101006732740,Open,Abandoned Bicycle,Hyde Park,42.243252487312,-71.14022533110693,2026-08-12 07:15:17.15,,16.697718171296298
101006733337,Open,Abandoned Bicycle,Hyde Park,42.24204000013817,-71.1406800012375,2026-08-13 07:41:58.823,,15.679180289351851
101006650375,Open,Abandoned Bicycle,Jamaica Plain,42.30238700426401,-71.11378876550447,2026-05-20 15:23:25.893,,100.3587280902778
101006656133,Open,Abandoned Bicycle,Jamaica Plain,42.310270000379134,-71.10855000133915,2026-05-26 13:18:45.247,,94.44530964120369
101006668146,Open,Abandoned Bicycle,Jamaica Plain,42.31052999977379,-71.10825000099996,2026-05-27 21:09:11.96,,93.11861157407408
101006686290,Open,Abandoned Bicycle,Jamaica Plain,42.30796999957765,-71.1134200009989,2026-06-03 15:40:10.873,,86.34709637731481
101006709540,Open,Abandoned Bicycle,Jamaica Plain,42.310246582633845,-71.10803934839397,2026-06-24 21:26:34.077,,65.10655003472223
101006715130,Open,Abandoned Bicycle,Jamaica Plain,42.31883999972525,-71.10193000105014,2026-07-08 11:34:45.87,,51.51752465277777
101006716440,Open,Abandoned Bicycle,Jamaica Plain,42.32173658619109,-71.1096858840942,2026-07-10 15:45:51.323,,49.3431559837963
101006721392,Open,Abandoned Bicycle,Jamaica Plain,42.3239199998063,-71.11010000124386,2026-07-21 08:51:36.757,,38.630824571759256
101006721642,Open,Abandoned Bicycle,Jamaica Plain,42.3218382140483,-71.10971085850471,2026-07-21 15:05:01.777,,38.371507210648154
101006726015,Open,Abandoned Bicycle,Jamaica Plain,42.32186498666225,-71.10974136863227,2026-07-30 14:37:47.88,,29.390418055555557
101006728647,Open,Abandoned Bicycle,Jamaica Plain,42.307930000431675,-71.11402000167722,2026-08-04 11:53:09.267,,24.504753854166665
101006730045,Open,Abandoned Bicycle,Jamaica Plain,42.31937055448772,-71.12383084303222,2026-08-06 14:05:05.76,,22.413127777777778
101006690870,Open,Abandoned Bicycle,Mission Hill,42.330970373739625,-71.10174020592122,2026-06-07 16:15:27.947,,82.32259320601852
101006715704,Open,Abandoned Bicycle,Roslindale,42.275600000305666,-71.13423000159082,2026-07-09 11:12:02.727,,50.53330177083333
101006726884,Open,Abandoned Bicycle,Roslindale,42.288189140879304,-71.12230933199183,2026-07-31 20:45:00.2,,28.13541435185185
101006728206,Open,Abandoned Bicycle,Roslindale,42.28861712072845,-71.12579955225378,2026-08-03 18:02:42.847,,25.248115196759258
101006641229,Open,Abandoned Bicycle,Roxbury,42.32826169407002,-71.09227577073932,2026-05-12 16:06:00.933,,108.32915586805555
101006644761,Open,Abandoned Bicycle,Roxbury,42.314380000079325,-71.09032000096536,2026-05-15 17:12:52.637,,105.2827241087963
101006645368,Open,Abandoned Bicycle,Roxbury,42.32351999962856,-71.07177000113359,2026-05-16 13:32:12.883,,104.43596200231482
101006681278,Open,Abandoned Bicycle,Roxbury,42.31942999994278,-71.07824000079894,2026-05-30 16:07:04.61,,90.32841886574073
